date,train_window_days,top,diversity_prefix,max_per_bucket,alpha,train_bucket,target_buckets,use_pairs,use_posdigit,w_posdigit,posdigit_positions,posdigit_alpha,w_digits,w_pairs,train_n_obs,hits_count,any_hit,hits,picks
2025-01-26,365,200,2,3,1.0,top3,top3,True,False,0.0,0,1.0,1.0,1.0,33,0,0,,"3864,4864,2064,2264,3892,4264,4892,3841,4841,2092,2041,1164,3564,2764,4164,2292,4292,1864,2241,4241,4064,1192,3592,1141,3541,1564,6164,4192,2792,4141,2741,4364,1892,1841,4092,2864,4041,1592,6192,1541,6141,0364,2164,2564,4564,4392,4341,2892,2841,1664,3164,9564,0392,2192,2592,4592,0341,2141,2541,4541,0764,2364,4764,1064,1264,3064,3264,0864,6864,1692,3192,9592,1641,3141,9541,0164,0564,1364,1764,2664,3364,3764,4664,6564,6664,8564,0792,2392,4792,0741,2341,4741,1092,1292,3092,3292,9864,1041,1241,3041,3241,0064,0264,0892,6064,6264,6892,0841,6841,3664,9164,0192,0592,1392,1792,2692,3392,3792,4692,6592,6692,8592,0141,0541,1341,1741,2641,3341,3741,4641,6541,6641,8541,2464,4464,6364,6764,9064,9264,9892,9841,0092,0292,6092,6292,8864,0041,0241,6041,6241,3692,9192,3641,9141,1464,3464,8164,9464,0664,9364,9764,2492,4492,6392,6792,2441,4441,6341,6741,9092,9292,9041,9241,8064,8264,8892,8841,9664,0692,1492,3492,8192,9392,9492,9792,1441,3441,8141,9441,0641,9341,9741,0464,2964,4964,6464,8364,8764,8092,8292"
2025-01-28,365,200,2,3,1.0,top3,top3,True,False,0.0,0,1.0,1.0,1.0,36,0,0,,"4855,4864,3855,3864,2055,2064,4892,3892,2092,1155,1164,3555,3564,2255,2264,2755,2764,4255,4264,1192,3592,2292,2792,4292,0355,0364,1555,1564,1855,1864,4155,4164,0392,1592,1892,4192,4055,4064,4355,4364,6155,6164,1755,1764,4092,4392,6192,1792,2555,2564,2855,2864,4555,4564,0755,0764,2592,2892,4592,2155,2164,0792,1655,1664,9555,9564,2192,2355,2364,4755,4764,1692,3155,3164,9592,0555,0564,0855,0864,1055,1064,1255,1264,1355,1364,2392,4792,3192,0155,0164,0592,0892,1092,1292,1392,3055,3064,3255,3264,3355,3364,3755,3764,7555,7564,8555,8564,6555,6564,6855,6864,0192,3092,3292,3392,3792,0055,0064,0255,0264,2655,2664,4655,4664,6592,6655,6664,6892,7592,8592,0092,0292,9855,9864,2692,4692,6692,6055,6064,6255,6264,6355,6364,6755,6764,3655,3664,9155,9164,9892,6092,6292,6392,6792,2455,2464,4455,4464,3692,9192,0655,0664,9055,9064,9255,9264,9355,9364,9755,9764,1455,1464,7855,7864,8855,8864,2492,4492,0692,9092,9292,9392,9792,1492,7892,8892,9455,9464,3455,3464,7155,7164,8155,8164,3492,7192,8192,9492,0455,0464"
2025-01-29,365,200,2,3,1.0,top3,top3,True,False,0.0,0,1.0,1.0,1.0,39,0,0,,"3854,3855,3864,2054,2055,2064,3554,3555,3564,4854,4855,4864,2754,2755,2764,1154,1155,1164,0354,0355,0364,2254,2255,2264,4254,4255,4264,1554,1555,1564,1854,1855,1864,3354,3355,3364,3754,3755,3764,4054,4055,4064,4154,4155,4164,4354,4355,4364,1754,1755,1764,6154,6155,6164,0754,0755,0764,2554,2555,2564,2854,2855,2864,4554,4555,4564,2154,2155,2164,2354,2355,2364,3054,3055,3064,3154,3155,3164,4754,4755,4764,1054,1055,1064,1354,1355,1364,1654,1655,1664,9554,9555,9564,3254,3255,3264,0554,0555,0564,0854,0855,0864,1254,1255,1264,0054,0055,0064,0154,0155,0164,6554,6555,6564,6854,6855,6864,7554,7555,7564,8554,8555,8564,0254,0255,0264,2654,2655,2664,3654,3655,3664,4654,4655,4664,5054,5055,5064,6054,6055,6064,6354,6355,6364,6654,6655,6664,6754,6755,6764,9854,9855,9864,6254,6255,6264,9054,9055,9064,9154,9155,9164,9354,9355,9364,9754,9755,9764,2454,2455,2464,3454,3455,3464,4454,4455,4464,0654,0655,0664,9254,9255,9264,1454,1455,1464,5554,5555,5564,5854,5855,5864,7854,7855,7864,8854,8855,8864,5154,5155"
2025-02-01,365,200,2,3,1.0,top3,top3,True,False,0.0,0,1.0,1.0,1.0,42,0,0,,"3852,3869,4852,4869,2052,2069,3854,4854,2752,2769,3552,3569,2054,4252,4269,2754,3554,0352,0369,4352,4369,4752,4769,4254,1152,1169,0354,2252,2269,4052,4069,4152,4169,4354,4754,3352,3369,3752,3769,1154,2254,4054,4154,1552,1569,1752,1769,1852,1869,3354,3754,6152,6169,1554,1754,1854,6154,0752,0769,4552,4569,6352,6369,0754,4452,4469,4554,6354,2352,2369,2552,2569,2852,2869,4454,1352,1369,2152,2169,2354,2554,2854,3052,3069,3152,3169,1052,1069,1354,1652,1669,9552,9569,2154,3054,3154,3252,3269,1054,1654,9554,0552,0569,0852,0869,1252,1269,6552,6569,6752,6769,6852,6869,3254,0052,0069,0152,0169,0554,0854,1254,4652,4669,6052,6069,6554,6652,6669,6754,6854,7552,7569,8552,8569,0054,0154,4654,6054,6654,0252,0269,6252,6269,2452,2469,2652,2669,3452,3469,3652,3669,5052,5069,7554,8554,0254,6254,1452,1469,9352,9369,9752,9769,9852,9869,2454,2654,3454,3654,5054,1454,9052,9069,9152,9169,9354,9452,9469,9754,9854,9054,9154,9454,0452,0469,0652,0669,6452,6469,9252,9269,5352,5369,5552,5569,5752,5769,5852,5869,7352"
2025-02-02,365,200,2,3,1.0,top3,top3,True,False,0.0,0,1.0,1.0,1.0,45,0,0,,"4264,4269,4864,4869,3864,3869,4252,4852,3852,2064,2069,2052,1864,1869,1852,0364,0369,2764,2769,3564,3569,4064,4069,4364,4369,4764,4769,0352,2752,3552,1164,1169,2264,2269,4052,4352,4752,4164,4169,1152,2252,4152,1564,1569,1764,1769,3364,3369,3764,3769,1552,1752,3352,3752,6164,6169,0064,0069,0764,0769,6152,4564,4569,0052,0752,6364,6369,4552,4464,4469,2864,2869,6352,4452,2852,1064,1069,1364,1369,2364,2369,2564,2569,3064,3069,1052,1352,2352,2552,3052,0864,0869,1264,1269,1664,1669,2164,2169,3164,3169,3264,3269,0852,1252,2152,3152,3252,1652,0564,0569,9564,9569,6864,6869,0552,9552,0164,0169,0264,0269,6852,6064,6069,6564,6569,6764,6769,4664,4669,0152,0252,6052,6552,6752,6264,6269,6664,6669,4652,5064,5069,7564,7569,8564,8569,6252,6652,5052,7552,8552,1464,1469,2464,2469,2664,2669,3464,3469,3664,3669,9864,9869,1452,2452,2652,3452,3652,9852,9064,9069,9364,9369,9764,9769,9052,9352,9752,0464,0469,0664,0669,9164,9169,9264,9269,9464,9469,0452,0652,9152,9252,9452,5864,5869,7864,7869,8864,8869,6464,6469"
2025-02-04,365,200,2,3,1.0,top3,top3,True,False,0.0,0,1.0,1.0,1.0,48,0,0,,"3864,3854,4064,4264,4864,3869,4254,4054,4854,2064,4069,4269,4869,2054,2069,3564,1864,3554,3569,1854,0364,4164,4364,4764,1164,1869,2764,0354,1154,2754,4154,4354,4754,0369,4169,4369,4769,1169,2769,2264,3164,3364,3764,2254,2269,3154,3354,3754,3169,3369,3769,1564,1764,6164,1554,1754,1569,1769,0064,6154,6169,0054,0069,0764,4564,3064,3664,0754,4554,0769,4569,3054,3654,4464,3069,3669,6364,4454,1064,1664,2864,4469,6354,6369,3264,1054,1654,2854,1069,1364,1669,2164,2364,2564,2869,3254,3269,1354,2154,2354,2554,1369,2169,2369,2569,0864,1264,4664,0854,1254,4654,0164,0564,0869,1269,4669,9564,6064,6664,6864,0154,0554,9554,0169,0569,9569,0264,6054,6654,6854,6069,6564,6669,6764,6869,0254,2664,5064,0269,6554,6754,6569,6769,3464,6264,2654,5054,2669,5069,7564,8564,3454,6254,3469,6269,7554,8554,7569,8569,0664,1464,2464,9064,9864,0654,1454,2454,9054,9854,0669,1469,2469,9069,9164,9364,9764,9869,9154,9354,9754,9169,9369,9769,0464,9264,9464,0454,9254,9454,5864,7064,7864,8064,8864,0469,9269,9469,6464,5854,7054"
2025-02-05,365,200,2,3,1.0,top3,top3,True,False,0.0,0,1.0,1.0,1.0,51,0,0,,"4269,3869,4069,4869,0369,2069,4264,3864,1869,4064,4864,0364,3569,4254,3854,2064,4369,1169,4054,4854,0354,2269,2769,4169,4769,1864,3369,3564,2054,4364,1164,3169,3769,1669,1854,3554,1569,1769,2264,2764,4164,4764,3364,4354,1154,0069,3164,3764,6169,2254,2754,4154,4754,1664,3669,3354,0769,1564,1764,3154,3754,0064,4569,1654,3069,6369,6164,1554,1754,3664,0764,1069,1369,4469,3269,0054,6154,2369,2869,1269,4564,3654,0754,6364,3064,4669,0869,2169,2569,1064,1364,4464,3264,4554,6669,6354,3054,0169,0269,0569,2364,2864,5069,1264,4664,1054,1354,4454,3254,0864,2164,2564,5269,9569,2669,6069,6869,2354,2854,1254,6664,4654,0164,0264,0564,5064,0669,6269,6569,6769,0854,2154,2554,5264,9564,6654,0154,0254,0554,2664,6064,6864,3469,5054,7569,8569,1469,0664,6264,6564,6764,5254,9554,2654,6054,6854,2469,5369,5869,9069,9369,9869,3464,0654,6254,6554,6754,7564,8564,0469,5169,5569,5769,9169,9269,9769,1464,3454,2464,5364,5864,9064,9364,9469,9864,7554,8554,1454,7069,7369,7869,8069,8369,8869,0464,5164,5564,5764,9164,9264"
2025-02-08,365,200,2,3,1.0,top3,top3,True,False,0.0,0,1.0,1.0,1.0,54,0,0,,"4269,3869,4264,4292,3864,3892,3169,4069,4869,0369,2069,3569,3164,4064,4864,0364,3192,4092,4892,0392,2064,3269,1169,1869,2269,3564,2092,3592,3369,4169,4369,3264,1164,1864,2264,3292,1192,1892,2292,2769,3769,4769,3364,4164,4364,3392,4192,4392,2764,3764,4764,2792,3792,4792,1669,1569,1769,3669,6169,1664,0069,1692,1564,1764,1592,1792,3664,6164,3692,6192,0769,3069,0064,0092,4569,0764,1269,3064,0792,6369,3092,1069,1369,4469,9269,4564,4592,1264,6364,1292,6392,2169,2369,2869,0269,1064,1364,4464,9264,4669,1092,1392,4492,9292,0169,0869,2569,9569,2164,2364,2864,5269,0264,2192,2392,2892,0292,4664,6669,4692,0569,5069,0164,0864,2564,9564,0192,0892,2592,9592,5264,6269,5292,6664,0564,6692,5064,0592,2669,6069,6869,5092,6264,6292,3469,0669,6569,6769,2664,6064,6864,2692,6092,6892,9069,9169,9369,9869,3464,0664,6564,6764,3492,0692,6592,6792,7569,8569,9769,1469,9064,9164,9364,9864,9092,9192,9392,9892,2469,5169,5369,5869,9469,7564,8564,9764,7592,8592,9792,1464,1492,0469,5569,5769,2464,5164,5364,5864,9464,9669"
2025-02-09,365,200,2,3,1.0,top3,top3,True,False,0.0,0,1.0,1.0,1.0,57,0,0,,"4269,3869,4264,3169,0369,4292,3864,4069,4869,2069,3892,3569,1169,3164,0364,2269,3269,1869,3192,4169,4064,4864,0392,2064,3369,4092,4369,4892,3564,1164,2264,3264,2092,2769,3592,3769,4769,1192,1669,1864,4164,2292,3292,3669,4192,1892,3364,4364,6169,0069,3392,4392,1569,1769,2764,3764,4764,1664,0769,2792,3792,4792,3664,1692,6164,0064,0669,3069,3692,1564,1764,1269,6192,0092,0764,1592,1792,4569,0269,6369,8269,9269,0792,0169,0664,1069,1369,2169,3064,4469,4669,8169,1264,0692,0869,2369,2869,3092,4564,0264,1292,5269,6364,6669,8264,9264,0569,2569,4592,8569,9569,0164,1064,1364,2164,4464,4664,8164,0292,6392,8292,9292,6269,0192,0864,1092,1392,2192,2364,2669,2864,4492,4692,5069,8192,5264,6664,0892,2392,2892,0564,2564,8564,9564,5292,6069,6692,6869,6264,0592,2592,8592,9592,3469,5064,9169,2664,6569,6769,6292,2692,5092,8069,8369,8869,9069,9369,9869,6064,6864,7569,8769,9769,1469,3464,5169,9164,6092,6892,6564,6764,0469,2469,5369,5869,8064,8364,8669,8864,9064,9364,9669,9864,3492,9192,9469,6592,6792,8092,8392"
2025-02-11,365,200,2,3,1.0,top3,top3,True,False,0.0,0,1.0,1.0,1.0,60,0,0,,"4269,3869,0369,4264,3169,4869,4292,3864,4069,3269,2269,3892,2069,3569,0364,1169,1869,3164,4864,0392,4169,3192,4064,4892,3369,3769,4369,4769,2769,3264,2264,2064,4092,3564,1164,1864,0869,1669,2292,3292,2092,3592,1192,1892,4164,0069,0769,1769,3669,6169,3364,3764,4364,4764,2764,4192,1569,2792,3392,3792,4392,4792,8269,0864,1664,0669,0269,1269,0064,0764,0892,1764,3664,1692,3069,6164,8169,9269,0092,0792,1792,3692,1564,4569,0169,6192,6369,8769,1592,8264,0664,1069,1369,2169,2869,4469,4669,8569,0264,1264,5269,7269,8292,3064,0692,2369,0569,8164,6669,0292,1292,9264,3092,4564,2569,9569,6269,0164,6364,8764,8192,9292,4592,0192,1064,1364,2164,2864,4464,4664,2669,5069,6392,8792,8564,6869,8869,5264,7264,1092,1392,2192,2892,4692,2364,4492,0564,7569,8592,6664,6069,6769,8069,8369,5292,7292,2392,0592,2564,9564,6264,3469,9169,9869,6692,6569,2592,9592,6292,2664,5064,9069,9369,9769,6864,8864,8669,2692,5092,7564,6064,6764,8064,8364,0469,1469,5169,5869,6892,7169,7869,8892,7592,3464,9164,9864,2469,5369,5769,6092"
